id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19974553,Spacious guest suite near Downtown Vancouver,76990659,Sony,,Hastings-Sunrise,49.285633759511214,-123.02900209700869,Entire home/apt,100,2,46,2018-09-02,3.33,1,105
19981757,Spectacular modern 2 bedroom with stunning view !,15546774,Ali,,Downtown,49.283517100372926,-123.12121816603334,Entire home/apt,160,25,14,2018-08-27,1.02,3,74
19984705,Beautiful Loft in the heart of Gastown,15897416,Matthew,,Downtown Eastside,49.282871582091154,-123.10428034173411,Entire home/apt,199,3,31,2018-08-07,2.28,1,261
19988217,Casa di La Regina,63313394,Lisa,,Kensington-Cedar Cottage,49.24557521919962,-123.08464283865825,Private room,99,1,6,2018-08-08,0.44,3,110
20001967,Comfortably Modern in Stylish East Van House,141948976,Tracy & Neal,,Renfrew-Collingwood,49.234080419279685,-123.03401889511876,Entire home/apt,225,30,20,2018-04-29,1.49,1,0
20002260,Garden Suite for large group,141955126,Rachel,,Oakridge,49.23290949011857,-123.13044123699679,Entire home/apt,275,2,8,2018-08-20,0.60,1,0
20014868,Entire modern 2-beds condo with huge terrace,66679461,Ye,,Fairview,49.26221649235443,-123.12645410894552,Entire home/apt,175,31,0,,,1,83
20015267,Cozy spacious bedroom in aubutus Vancouver,142102312,Coco,,Arbutus Ridge,49.255060596221774,-123.1527169645265,Private room,89,3,4,2018-09-01,0.48,2,159
20018466,Bright 2 Bed 2 Bath. Steps to the Beach.,142144020,Abdul,,West End,49.276733459659425,-123.13376729638733,Entire home/apt,300,2,34,2018-09-01,2.51,1,132
20031325,Best Hood in YVR-close to everything-Commercial Dr,50729893,Jackie,,Kensington-Cedar Cottage,49.259382729474034,-123.07397463298088,Private room,64,1,27,2018-05-24,2.07,1,38
20038930,Trendy Downtown Vancouver Loft: Free Parking!,116153176,Isabelle,,Downtown,49.27989845730203,-123.12095851633339,Entire home/apt,160,2,60,2018-09-05,4.85,1,66
20040056,"Very Cozy, Very Home-like, near PNE",40840488,Maret,,Hastings-Sunrise,49.28597775948962,-123.0485385462585,Private room,38,2,5,2018-08-29,0.39,2,0
20048941,D36 - stylish 2 bedroom in Vancouver Downtown,30899,Rami,,Downtown,49.276283507125136,-123.11413323248078,Entire home/apt,179,60,1,2018-02-06,0.14,28,248
20054770,NEW PROMO! 2BR in Olympic Village! FREE Parking!,136134176,Galina,,Mount Pleasant,49.27173599274894,-123.10655850434549,Entire home/apt,129,1,76,2018-09-03,5.74,1,115
20057440,Olympic Village Waterfront Gem!,6882587,Sean,,Mount Pleasant,49.27039567425788,-123.10121351636093,Entire home/apt,199,2,34,2018-09-02,2.59,2,11
20059885,a few steps from all the action in Downtown,2260595,James,,Downtown,49.27870856331738,-123.10663224610344,Entire home/apt,149,1,32,2018-08-26,2.36,1,13
20069901,3-Bedroom Suite in Cool Restaurant District,10422007,Bruce,,Riley Park,49.249969512231466,-123.1014440187331,Entire home/apt,200,1,57,2018-08-28,4.43,1,100
20073140,DROPLET teardrop trailer,9952040,Pascal,,West End,49.28301378902875,-123.1369955872886,Entire home/apt,79,2,10,2018-09-05,0.84,1,349
20074263,New Luxury Executive Vancouver Central Park 1BR,140239574,Waka,,Renfrew-Collingwood,49.23408698701889,-123.0241954035595,Entire home/apt,145,1,89,2018-09-04,6.69,2,140
20076543,cozy ROOM in best LOCATION with nice PEOPLE,142725532,Taha,,Kitsilano,49.26336908288371,-123.17229724471414,Private room,55,30,23,2018-08-01,1.70,1,41
20077284,Brand New Reno Kits Character Home 2200sq feet,115724737,Jenny,,Kitsilano,49.26804297172352,-123.1830820237303,Entire home/apt,400,3,13,2018-09-03,0.98,2,6
20088165,East Van Oasis,6939645,Lisa,,Grandview-Woodland,49.27961829426239,-123.06787822196655,Private room,46,2,34,2018-09-04,2.57,1,44
20088874,Garden Studio off Commercial Drive!,140915610,Rima,,Grandview-Woodland,49.272455709880234,-123.06653992504805,Entire home/apt,89,2,47,2018-08-19,3.55,1,28
20090741,Gorgeous luxury 1 bedroom + den DOWNTOWN Vancouver,134758907,Zara,,West End,49.29259144831474,-123.13636438152164,Entire home/apt,89,30,2,2018-06-30,0.72,6,246
20093556,East Vancouver Oasis,2729297,Mark,,Kensington-Cedar Cottage,49.24632132191257,-123.07914133913012,Private room,128,2,7,2018-08-27,0.58,1,348
20094970,Private guest room w/ balcony in Killarney,142908058,Sameer,,Renfrew-Collingwood,49.23514003831086,-123.04673100379232,Private room,55,1,31,2018-09-01,2.33,1,90
20095858,New Urban Modern Main St Coach House Free Parking,47192202,Al & Shirley,,Riley Park,49.244072641967485,-123.09968446052646,Entire home/apt,164,1,64,2018-09-02,4.81,2,97
20096929,One bedroom heart-of-Chinatown condo. Min 30 days,7660215,Victor,,Downtown Eastside,49.27830307030108,-123.09962876653731,Entire home/apt,135,30,1,2018-07-23,0.63,2,179
20122062,Modern Designed Poolside Suite with Own Entrance,8267347,Tanis,,Shaughnessy,49.24935896411649,-123.13646325624468,Entire home/apt,280,2,14,2018-09-06,1.07,1,60
20136427,"UBC Langara Emily Carr Student House, Room A",69139395,Lisa S,,Riley Park,49.233246973205716,-123.09830675181907,Private room,43,105,1,2017-12-25,0.12,5,75
20142438,A Slice of Life on 7th Ave - no caminho do bem,20781723,Osama,,West Point Grey,49.2652111097,-123.18647475837786,Entire home/apt,175,2,16,2018-08-01,1.22,1,0
20155426,The Starling Suite: Longterm Only Minimum 1 month,97264190,Adam,,Mount Pleasant,49.26416355607778,-123.085200733589,Private room,45,30,38,2018-08-17,2.92,4,119
20155636,Garden Level Two Bedroom Suite: Heart of Kitsilano,34694656,Mike,,Kitsilano,49.26674446498014,-123.16711455553857,Entire home/apt,285,2,43,2018-09-03,3.29,2,153
20155718,The Towhee Suite: Longterm Only Minimum 1 month.,97264190,Adam,,Mount Pleasant,49.26386398240471,-123.08583566692155,Private room,45,30,22,2018-08-15,1.68,4,151
20155772,Bright 2 bedroom condo downtown with free parking,142033604,Alex,,West End,49.278938919997266,-123.13003285267015,Entire home/apt,124,1,37,2018-09-05,3.58,1,12
20156152,Westside Garden Suite,143428351,John,,Shaughnessy,49.23785282361667,-123.15053683178243,Entire home/apt,135,30,51,2018-09-01,3.80,1,0
20157644,"Cozy Guest Suite, FREE parking near PNE.",15587158,Grace,,Hastings-Sunrise,49.282934574577155,-123.04652209391872,Entire home/apt,67,1,92,2018-08-29,7.44,1,55
20164271,Cozy Corner Room in East Vancouver,21745686,Paige,,Grandview-Woodland,49.2839602398493,-123.06161974966093,Private room,45,1,4,2017-09-15,0.30,1,0
20189915,Modern & Bright Kitsilano Studio,39840836,Jacob,,Kitsilano,49.265178076899886,-123.15562457464173,Entire home/apt,135,2,62,2018-09-05,4.66,1,266
20190598,"UBC Retreat: Big, Bright Bedroom in Stunning Spot",13829661,Silvia,,Dunbar Southlands,49.235572607347095,-123.20454715948136,Private room,85,2,27,2018-08-12,2.15,1,66
20192706,Gorgeous Penthouse - bi-weekly cleaning included,21068516,Christy,,Kitsilano,49.270158381443096,-123.14704630466811,Entire home/apt,151,31,2,2018-03-31,0.21,1,273
20193944,Outstanding Location In Beautiful Kitsilano.,143796071,Dan,,West Point Grey,49.26854209211596,-123.21350630672298,Private room,130,31,15,2018-08-29,1.16,3,40
20197596,Cozy Queen Bed room (R2) in perfect location,2805061,Steven,,Kensington-Cedar Cottage,49.23515626777756,-123.0752634881381,Private room,53,2,29,2018-08-26,2.30,5,170
20209528,Beautiful Loft in Historic Gastown,97675775,Bryce,,Downtown Eastside,49.28274335178511,-123.10398878727051,Entire home/apt,275,2,15,2018-09-03,3.57,1,99
20214736,"Paris room, sunny room near skytrain & hospitals",45662126,Lovely Vancouver,,Riley Park,49.248469553749324,-123.1084137073999,Private room,92,1,13,2018-09-03,1.01,5,77
20215396,2 Bdrm Garden Suite in the hub of popular Main St,14336814,Jo-Anne,,Riley Park,49.25496044638383,-123.09674250318231,Entire home/apt,133,2,55,2018-09-04,4.14,1,314
20216848,Modern Apartment in the Heart of Downtown,141778280,Kevin,,Downtown,49.280942176858844,-123.12325246168047,Entire home/apt,139,2,61,2018-09-03,4.67,3,38
20234950,BRIGHT & MODERN family home in central Vancouver.,144165261,Ken,,Mount Pleasant,49.26020297841418,-123.10459021610528,Entire home/apt,500,3,1,2018-08-17,1,1,7
20234976,100 Walk Score - Private room and bath ++,135746482,Zac,,West End,49.290929398060406,-123.13449560927157,Private room,170,2,7,2018-08-20,0.57,1,177
20235568,Yaletown / Downtown Vancouver Luxury Living #4,58766804,Shelley And Doug,,Downtown,49.27805399055583,-123.12130765066397,Entire home/apt,95,30,4,2018-05-17,0.34,2,72
20246173,"Amazing Downtown Location, Modern - Sleeps Five!!!",144288456,Karen,,Downtown,49.279993581807986,-123.12346629780522,Entire home/apt,109,2,102,2018-09-01,7.69,1,48
20247256,2 Bedroom Vancouver Oasis with Stunning Views,3653723,Katherine And Shaun,,Riley Park,49.25464109263751,-123.09929867852736,Entire home/apt,295,2,21,2018-08-31,6.92,1,107
20254494,Quite full furniture bedroom,124635937,Athena,,Victoria-Fraserview,49.22875002353693,-123.05205611388286,Private room,60,1,5,2018-08-11,0.38,5,362
20254699,Nice full Furnture bedroom,124635937,Athena,,Victoria-Fraserview,49.229790918965364,-123.05226941192898,Private room,60,1,3,2017-09-02,0.23,5,360
20256716,"Spacious Clean room on MAIN floor, near Downtown",90158072,Tony & Annette,,Hastings-Sunrise,49.26253162617038,-123.04738078786711,Private room,93,2,27,2018-09-04,2.13,3,261
20261505,PacificView 2 Bdrm SubPH Suite Heart of DT+Parking,142988147,Vic,,Downtown,49.28079436399205,-123.12596878560322,Entire home/apt,250,1,66,2018-08-24,4.99,1,0
20266463,*NEW* Luxury Modern/Contemporary Home with a view.,140239574,Waka,,Renfrew-Collingwood,49.23390566156252,-123.02454693436519,Entire home/apt,130,1,84,2018-09-04,6.32,2,148
20267334,Beautiful open-concept downtown Vancouver loft,38970146,Karl,,Downtown Eastside,49.27858622463346,-123.09816866272502,Entire home/apt,126,2,4,2017-09-04,0.31,1,0
20267484,Vacation House in Point Grey,82233702,Nick,,West Point Grey,49.259594997424436,-123.20398631658875,Entire home/apt,579,2,18,2018-08-19,1.48,2,97
20268813,Lovely 2BR w/ Front Porch Right Next to THE DRIVE!,120944872,Penman Properties,,Grandview-Woodland,49.26847495948279,-123.07555492759076,Entire home/apt,180,1,38,2018-08-16,2.92,5,58
20270616,Convenient 1 room suite in central Vancouver,139762948,Jervis,,Sunset,49.226477471568614,-123.097583979254,Private room,60,1,16,2018-09-03,1.21,3,344
20280285,Voice controlled SMART ROOM in a PRIME DT location,50239315,Evan Lee,,Downtown,49.27966376223002,-123.10946981024796,Private room,145,1,71,2018-09-05,5.42,2,141
20281112,Beautiful Private Home - Great Location 5 bedrooms,113812826,Donald,,Renfrew-Collingwood,49.242565195560665,-123.04149252489616,Entire home/apt,655,2,20,2018-07-30,1.86,6,317
20282634,Garden Suite with Private Entrance and Bath,31908859,Sumeet,,Dunbar Southlands,49.251360423694855,-123.18500518508053,Entire home/apt,125,2,15,2018-08-16,1.20,1,0
20283100,Ontario house on the bike path.......blue room,84106538,Tony,,Marpole,49.21631954592334,-123.10761823558244,Private room,99,2,1,2018-09-02,1,2,186
20284672,"Contemporary, Upscale, Chinatown Retreat",37712788,Fiona,,Downtown Eastside,49.27847500206313,-123.09900594757504,Entire home/apt,280,6,10,2018-08-26,0.82,1,341
20285210,Amazing Downtown Vancouver Location - 2 BEDROOM,48874519,Nick,,West End,49.28570403088801,-123.1324824128835,Entire home/apt,159,30,4,2018-08-21,1.21,1,226
20305245,Private Room w/Private Bathroom-Close to Transit,144832742,Rada,,Hastings-Sunrise,49.26476926899972,-123.04781522177265,Private room,55,1,69,2018-09-06,5.28,1,96
20305720,Modern suite in trendy Commercial Drive area,24164059,Theresa,,Grandview-Woodland,49.27455191937095,-123.06464705819295,Entire home/apt,155,3,58,2018-09-03,4.62,1,61
20306309,Your bright & fully equipped place in Kitsilano,142328775,Bee,,Kitsilano,49.268017660177826,-123.17730974822211,Private room,100,7,1,2018-08-26,1,1,97
20307736,Great place for you to stay in Vancouver.;),141248568,Julie,,Killarney,49.222718011263,-123.03540703114635,Private room,95,1,25,2018-08-23,1.93,1,363
20311673,"Beautiful, south van apartment",70346209,Michaela,,Marpole,49.20289769045024,-123.13439936987527,Entire home/apt,139,2,25,2018-09-02,1.91,1,142
20320638,Vancouver Hastings Sunrise - Updated Studio Suite,64990633,Penny And Tomas,,Hastings-Sunrise,49.27503344349434,-123.05212576762156,Entire home/apt,100,3,17,2018-08-02,1.71,1,6
20359188,Spacious Kits Apartment,22063658,Dan,,Kitsilano,49.26507306074913,-123.16155892850324,Entire home/apt,110,2,2,2018-08-26,1.82,1,0
20361528,Spacious room with own private washroom,11824155,Elsa,,Renfrew-Collingwood,49.24049029319396,-123.04899484822225,Private room,43,2,38,2018-09-07,2.89,3,117
20366334,Own Private and Spacious Suite (main floor),11824155,Elsa,,Renfrew-Collingwood,49.23975751703792,-123.04985782467406,Private room,50,2,39,2018-08-25,2.97,3,307
20385263,Large airy 1 bedroom in upscale South Granville,617072,Shawn,,Fairview,49.26262836401361,-123.13638819882661,Entire home/apt,99,5,4,2018-08-03,0.32,1,90
20394996,1 bdrm & shared bath in Central Van.,117119918,Kitty,,Kensington-Cedar Cottage,49.23987778151881,-123.08942573062318,Private room,28,30,0,,,4,263
20408854,2 Superb Suite bedrooms in Kitsilano near beach.,143796071,Dan,,West Point Grey,49.26975371864585,-123.21276662755575,Private room,130,31,20,2018-08-26,1.57,3,163
20410182,Master suite Vancouver Point Gray near the beach.,143796071,Dan,,West Point Grey,49.26794922225576,-123.21491910424692,Private room,130,31,17,2018-09-04,1.47,3,344
20412154,"Comics themed room, very nice and near Skytrain",9352688,Beautifull Vancouver,,Riley Park,49.24815062630663,-123.1121048311999,Private room,97,1,56,2018-09-01,4.35,3,5
20413544,Modern & Luxurious 2 Bedroom In The Sky! Downtown!,12333610,Johnny,,Downtown,49.27781513593867,-123.11768607132686,Entire home/apt,410,1,46,2018-09-02,4.19,2,310
20420497,Vancouver west private queen bedroom#1(kerrisdale),40772079,Jennifer,,Kerrisdale,49.2318308726666,-123.15134677972412,Private room,99,2,9,2018-09-01,5.40,9,157
20420895,4Vancouver Downtown Penthouse.,123995047,Shane,,Downtown,49.27882128078015,-123.128452945628,Entire home/apt,249,1,31,2018-08-26,2.47,6,148
20424449,Spacious Character Home 3 in Heart of East Van,4191094,Kelly,,Renfrew-Collingwood,49.23635032529963,-123.05089692508318,Entire home/apt,283,5,15,2018-07-23,1.22,3,146
20426923,Spacious Daylight Basement 8 mins to Subway,403963,Alice,,South Cambie,49.234751496121014,-123.12419653407295,Entire home/apt,129,2,20,2018-08-07,1.63,1,2
20427417,Vancouver west private King bedroom 102(OakPark),40772079,Jennifer,,Marpole,49.21455878003885,-123.12845315041608,Private room,128,2,10,2018-09-03,0.78,9,360
20427948,Vancouver west private queen room 101(OAKPARK),40772079,Jennifer,,Marpole,49.21307761078047,-123.1286631601806,Private room,99,2,7,2018-08-18,0.54,9,351
20428107,Vancouver west private queen room 202 (OAKPARK),40772079,Jennifer,,Marpole,49.21421810869496,-123.12794392709998,Private room,95,2,6,2018-08-10,0.47,9,250
20434400,"Bright, Quiet Room with a Private Bathroom",80436,Marta,,Fairview,49.264320609736615,-123.13249563603264,Private room,95,2,7,2018-08-02,0.55,1,18
20435827,"The Red room, cozy small room near Skytrain",9352688,Beautifull Vancouver,,Riley Park,49.25035176790762,-123.11001479761536,Private room,55,1,67,2018-09-03,5.19,3,53
20436368,The Hippie Room! cozy small room near Skytrain,9352688,Beautifull Vancouver,,Riley Park,49.24854837682885,-123.10889190323329,Private room,46,1,52,2018-09-04,4.01,3,71
20436839,西班牙式高级防震套房连私人厕所只限女生(20分钟可达dt)，只限长阻6上,47080508,高文,,Hastings-Sunrise,49.27257167241925,-123.05135946393989,Private room,68,185,0,,,2,364
20438814,Trendy Main St. 1B with Mountain & City Views,4566638,Nadine,,Mount Pleasant,49.26664356903118,-123.0991345153127,Entire home/apt,150,3,12,2018-09-03,3.96,2,0
20443265,Victorian Home in the Heart of the City,326082,Brian,,West End,49.283581829860246,-123.12877273943184,Private room,100,2,74,2018-08-13,5.83,1,323
20462553,Central Downtown * New APT,146085525,Nanhae,,Downtown,49.27583697031426,-123.1276373575808,Private room,55,1,35,2018-08-26,2.83,1,69
20473950,Vancouver west private king bedroom#2(kerrisdale),40772079,Jennifer,,Kerrisdale,49.23326297554529,-123.15125300185146,Private room,108,2,6,2018-09-01,2.34,9,343
20478235,**Luxury 2 Bedroom 2 bath Kitsilano Beach**,130844016,Daryl,,Kitsilano,49.27356510921025,-123.14856648166382,Entire home/apt,179,30,2,2018-07-21,0.31,1,125
20484308,Spacious Studio  Downtown Apartment w/Parking,89960506,Jay,,Downtown Eastside,49.28150560096088,-123.10540377740024,Entire home/apt,100,30,82,2018-09-04,6.58,1,148
20499872,The Haüs of Awesome,146348353,Tristan,,Riley Park,49.255680150363055,-123.09589622504978,Private room,83,3,23,2018-08-26,1.90,1,66
20500488,"Downtown Penthouse at the ""Le Soleil"" hotel",146353109,Moe,,Downtown,49.28457982833269,-123.11730502200989,Entire home/apt,164,1,15,2018-05-23,1.18,1,0
20504139,Vancouver Westside Villa,9296535,Lucienne,,Arbutus Ridge,49.25286170240946,-123.16049592042181,Entire home/apt,509,5,5,2018-08-18,1.50,1,0
20504193,"1 new,private bedroom & bathroom",130193056,Fiona,,Killarney,49.229486250501836,-123.0312937829121,Private room,64,1,14,2018-06-24,1.09,8,89
20523451,Artist's Sanctuary Downtown,58365661,S.,,West End,49.2914045268517,-123.13568361720503,Private room,89,31,35,2018-09-01,3.04,1,106
20535328,Entire house - TroutLake & Commercial Drive,67266938,Alison,,Kensington-Cedar Cottage,49.248414309083316,-123.0695839671397,Entire home/apt,250,5,0,,,4,91
20536417,2 LEVEL DESIGNER LOFT IN HEART OF GASTOWN,5293283,Noah,,Downtown Eastside,49.28357499158958,-123.10342970398574,Entire home/apt,300,3,19,2018-09-04,1.56,1,17
20536952,"Sought-after ""West of Denman"" Property (downtown)",9471420,Edward,,West End,49.28913928977861,-123.14062144617697,Entire home/apt,133,2,79,2018-09-04,6.60,1,135
20541307,Gorgeous loft-style apt by Kits Beach & W4th,13716547,Grace,,Kitsilano,49.26943909008358,-123.16562883026218,Entire home/apt,85,3,11,2018-08-08,0.88,1,2
20541970,➡️ Shared room-4 ⬅️ (30 days min stay) ☎️,112428771,Valeria,,Grandview-Woodland,49.277947885276504,-123.07112294305433,Shared room,39,30,7,2018-06-10,0.55,2,365
20542090,✅B1 Shared room- long term (min 30 days)▪️◾️◼️ ⬛️,112428771,Valeria,,Grandview-Woodland,49.27796833651757,-123.0731715964075,Shared room,49,30,6,2018-08-19,0.49,2,339
20542978,City rooms suite 4,124635937,Athena,,Victoria-Fraserview,49.22969085470531,-123.05088799639272,Private room,60,1,4,2018-08-14,0.31,5,364
20545134,the nook,74142321,Jack,,Kitsilano,49.26632335201261,-123.1709336674076,Entire home/apt,45,30,0,,,1,23
20553382,VANCOUVER CEDAR COTTAGE... located in Prime DUNBAR,146778555,Barbara,,Dunbar Southlands,49.24573649662205,-123.17882218620235,Entire home/apt,85,3,3,2018-07-30,0.25,1,311
20555247,Luxury House for the Price of Apartment,129667696,Igor,,Hastings-Sunrise,49.26667787054338,-123.04200147510014,Entire home/apt,139,2,74,2018-08-28,7.21,2,165
20555928,Fresh Top Floor 2 Blocks From Skytrain,25918753,Colin,,Renfrew-Collingwood,49.25701714442638,-123.04379046926287,Private room,50,1,31,2018-08-26,2.54,20,316
20559146,"Cozy Bedroom ensuite bathroom, near Skytrain",33057368,Thi Minh Hien,,Renfrew-Collingwood,49.24990759701267,-123.05476507147763,Private room,105,1,119,2018-09-03,9.49,1,27
20573667,Self contained Eclectic and room,20045036,April And AJ,,Riley Park,49.24922251149924,-123.09590263067045,Private room,49,1,47,2018-08-24,3.75,5,77
20573961,Cozy room w locking door in the Heart of the city.,20045036,April And AJ,,Riley Park,49.24990467789247,-123.09539811064371,Private room,55,1,55,2018-08-23,4.46,5,67
20586963,"Private Room, Bathroom, and Entrance.",147083493,Evan,,Renfrew-Collingwood,49.25603042642245,-123.04504441160194,Private room,36,5,8,2018-09-03,0.79,1,136
20592366,"Canadian Room, 5 min to skytrain & near hospitals",45662126,Lovely Vancouver,,Riley Park,49.250065472717495,-123.10870590849495,Private room,70,1,25,2018-09-04,1.98,5,35
20592744,"Main bedroom,large,with private bathroom,balcony",130193056,Fiona,,Killarney,49.23067413812061,-123.03176051602199,Private room,75,1,21,2018-08-21,1.68,8,83
20623507,Gastown Warehouse Conversion,41498749,Grady,,Downtown Eastside,49.28374259255541,-123.10269832895459,Entire home/apt,299,2,64,2018-08-23,5.39,1,107
20634649,Sleek Modern Furnished Flat in Mount Pleasant Area,26558293,Kirsten,,Mount Pleasant,49.26600270853793,-123.1051792535674,Entire home/apt,70,2,36,2018-09-03,4.01,1,128
20636855,Vancouver west private queen room 201 (OAKPARK),40772079,Jennifer,,Marpole,49.21450743951797,-123.13015312849224,Private room,105,2,5,2018-08-11,0.41,9,96
20638521,Vancouver west private King room 002(OAKPARK),40772079,Jennifer,,Marpole,49.21573216285919,-123.12855803765689,Private room,99,2,10,2018-09-02,0.82,9,171
20638698,Vancouver west private queen room 001(OAKPARK),40772079,Jennifer,,Marpole,49.215077323086454,-123.12843803560109,Private room,92,2,7,2018-09-02,2.76,9,160
20642417,"Queen bed, Yaletown tops all neighborhoods",11423475,Gule,,Downtown,49.27629800947594,-123.11931612174685,Private room,100,30,25,2018-09-05,2.03,1,353
20650428,D49 - spacious 3 bedroom,30899,Rami,,Downtown,49.27329517228881,-123.12492629730615,Entire home/apt,250,90,0,,,28,365
20664554,Beautiful Bedroom Downtown Vancouver,24978264,Nish,,Downtown,49.280303807355246,-123.1087182466033,Private room,150,2,43,2018-08-19,3.47,1,350
20665148,"private bedroom ,shared bathroom",130193056,Fiona,,Killarney,49.23098322257298,-123.03116700188103,Private room,45,1,14,2018-08-19,1.11,8,89
20665399,The Cacao's place,121540800,Beth,,Victoria-Fraserview,49.22333777736148,-123.07610239140215,Private room,50,1,9,2018-08-26,2.37,2,165
20665494,"entire private place,2 floors.private entrance",130193056,Fiona,,Killarney,49.231501706460186,-123.0304480984193,Entire home/apt,68,1,24,2018-08-17,1.91,8,86
20668092,Worldmark Vancouver Downtown 2 BDR suite for 4,3334196,Jean,,Downtown,49.28009475732838,-123.12711095390799,Entire home/apt,188,1,3,2018-09-04,0.24,2,0
20675798,The Mexican room w/ king bed & private bathroom,45662126,Lovely Vancouver,,Riley Park,49.248669304790916,-123.1098708389331,Private room,197,1,17,2018-09-03,1.38,5,18
20681021,The Cardinal Suite: Longterm Only Minimum 1 month.,97264190,Adam,,Mount Pleasant,49.265189623783094,-123.08587488673314,Private room,49,30,37,2018-08-14,3.05,4,126
20681231,The Hummingbird Suite: Longterm Minimum 1 month,97264190,Adam,,Mount Pleasant,49.2636231260072,-123.0856862486904,Private room,45,30,17,2018-09-01,1.52,4,82
20682133,Worldmark Vancouver Downtown 1 BDR Apt for 2,3334196,Jean,,Downtown,49.278982983615855,-123.12525485342155,Private room,159,1,0,,,2,0
20694995,ConvenientToAttractions & CloseToAirport 4bedrooms,108370421,Kaiyi,,Victoria-Fraserview,49.213713530620225,-123.064680480545,Entire home/apt,227,3,24,2018-08-18,1.99,2,77
20695138,Mountain Views & Steps to Train Station!,148117925,D,,Renfrew-Collingwood,49.24596910316936,-123.05117001818448,Entire home/apt,160,31,93,2018-08-24,7.71,1,365
20697602,Vancouver A+ location!  Private bathroom - #1,3153107,Amy,,Marpole,49.21300347678708,-123.11484705394128,Private room,150,3,13,2018-08-23,1.11,6,272
20698187,Vancouver (Cambie & Marine)! Transit friendly - #2,3153107,Amy,,Marpole,49.21305904354502,-123.11620364335089,Private room,130,3,14,2018-09-01,1.18,6,270
20698278,Transit friendly!  Near Airport - #3,3153107,Amy,,Marpole,49.21265347554537,-123.11592686452055,Private room,110,3,18,2018-09-07,1.50,6,270
20699158,Vancouver best location 3mins walk to Skytrain!!!,137398000,Li,,Oakridge,49.22822643594967,-123.11429239884573,Private room,55,1,78,2018-09-04,6.50,3,124
20712302,Live in the heart of Vancouver,9452051,Sandra,,Riley Park,49.253671299529344,-123.11076392517468,Entire home/apt,200,30,63,2018-08-24,5.19,2,46
20716062,Brand New 1 bedroom apartment in central Vancouver,143937430,Stephanie,,Fairview,49.26165665031602,-123.1391319528708,Entire home/apt,126,2,30,2018-08-18,2.92,2,129
20725418,Cozy 1 Bedroom Condo in Central Downtown Vancouver,12333025,Jed,,Downtown,49.28035258342022,-123.12522797368811,Entire home/apt,208,3,2,2018-08-04,1.54,3,0
20726603,"Top floor with amazing view, large and renovated",83864178,Ryan,,Mount Pleasant,49.26388297086131,-123.0856734017667,Entire home/apt,139,30,5,2018-07-27,0.42,1,8
20726949,Your ideal and cozy Guesthouse Vancouver Downtown,148424292,Lorraine,,Downtown,49.28323753490741,-123.11528414491346,Entire home/apt,949,2,10,2018-08-15,1.19,8,81
20726996,Cozy 2 Bedroom Condo in Central Downtown Vancouver,12333025,Jed,,Downtown,49.27893096408911,-123.1251952047345,Entire home/apt,208,3,2,2018-09-03,0.17,3,0
20730379,Location & Convenience Downtown Experience,20590498,Simone,,West End,49.27891584540758,-123.13048063342758,Entire home/apt,188,31,29,2018-08-20,2.35,1,285
20743705,"Location,Location!Cozy room in the heart of it all",148563303,Jet,,Mount Pleasant,49.26918126129282,-123.1025191320174,Private room,145,1,97,2018-09-02,8.31,1,39
20745219,"2 Blks Skytrain, 43"" Amazon Prime TV, Quiet & Cozy",25918753,Colin,,Renfrew-Collingwood,49.25524127844522,-123.04390424986202,Private room,45,1,43,2018-08-30,3.64,20,323
20746944,The Cozy renovated Loft in Van Dowtown 3bed/1bath,148424292,Lorraine,,Downtown,49.28223758272067,-123.11504194701793,Private room,160,2,10,2018-08-20,1.48,8,86
20747426,"Bed & Breakfast, historic house. Heart of Downtown",148424292,Lorraine,,Downtown,49.282879259632026,-123.11332597590915,Private room,138,1,15,2018-08-21,1.81,8,82
20747473,Convenient Location near Commercial Drive,148309400,Tamara,,Grandview-Woodland,49.268804942361356,-123.06108979848547,Private room,55,1,124,2018-09-04,10.51,1,75
20747554,Stunning Bright 2 Bedroom. Heart of DT Vancouver!,19981816,Alysha,,Downtown,49.28084833080422,-123.12035974125855,Entire home/apt,250,2,66,2018-08-22,5.79,1,74
20760489,Spacious Luxury Loft & Big Patio Parking,148703728,Rose,,Mount Pleasant,49.26482936185946,-123.10690484111669,Entire home/apt,199,30,50,2018-09-05,4.08,1,165
20761423,Summer B&B. Vancouver Downtown Best location!,148424292,Lorraine,,Downtown,49.28228627729916,-123.11315058862435,Private room,114,1,6,2018-07-08,0.51,8,84
20762078,B&B. Summer Special - Van Downtown´s Heart,148424292,Lorraine,,Downtown,49.282196666723415,-123.11324529187868,Private room,114,1,8,2018-08-20,0.67,8,81
20762196,"The White Room, beautiful room w king size bed",45662126,Lovely Vancouver,,Riley Park,49.25002869009882,-123.10879733862772,Private room,107,1,11,2018-09-03,0.91,5,13
20764297,BRAND NEW PRIVATE 2BED - 5 mins walk to Everything,81160903,Long,,Kensington-Cedar Cottage,49.24515490599633,-123.08940726563104,Private room,110,3,45,2018-08-31,3.67,2,292
20773659,Coal Harbour - Master Bedroom with En-suite,52067199,David,,Downtown,49.29084716908336,-123.12324526450101,Private room,110,1,67,2018-08-28,5.51,2,69
